Date,Temperature,Wind Speed
2014-08-26,79.0,11.39
2014-08-27,73.9,16.11
2014-08-28,72.0,16.11
2014-08-29,72.0,13.81
2014-08-30,69.1,16.11
2014-08-31,69.1,12.77
2014-09-01,72.0,10.24
2014-09-02,72.0,13.81
2014-09-03,66.9,16.11
2014-09-04,79.0,14.96
2014-09-05,87.1,17.26
2014-09-06,87.1,17.26
2014-09-07,64.0,16.11
2014-09-08,66.0,11.39
2014-09-09,66.9,12.77
2014-09-10,69.1,11.39
2014-09-11,78.1,23.02
2014-09-12,81.0,17.26
2014-09-13,86.0,16.11
2014-09-14,86.0,13.81
2014-09-15,82.0,13.81
2014-09-16,73.0,13.81
2014-09-17,69.1,9.21
2014-09-18,69.1,10.24
2014-09-19,73.0,11.39
2014-09-20,86.0,14.96
2014-09-21,86.0,23.02
2014-09-22,68.0,18.3
2014-09-23,68.0,12.77
2014-09-24,68.0,21.86
2014-09-25,69.1,17.26
2014-09-26,69.1,18.3
2014-09-27,70.0,18.3
2014-09-28,71.1,19.68
2014-09-29,71.1,19.68
2014-09-30,66.0,14.96
2014-10-01,66.0,11.39
2014-10-02,69.1,11.39
2014-10-03,78.1,11.39
2014-10-04,78.1,9.21
2014-10-05,77.0,12.77
2014-10-06,77.0,16.11
2014-10-07,73.0,13.81
2014-10-08,73.0,10.24
2014-10-09,61.0,9.21
2014-10-10,66.0,11.39
2014-10-11,66.9,18.3
2014-10-12,66.9,12.77
2014-10-13,68.0,18.3
2014-10-14,68.0,21.86
2014-10-15,63.0,17.26
2014-10-16,66.9,13.81
2014-10-17,66.9,21.86
2014-10-18,66.0,19.68
2014-10-19,68.0,19.68
2014-10-20,68.0,23.02
2014-10-21,62.1,19.68
2014-10-22,62.1,27.73
2014-10-23,61.0,21.86
2014-10-24,61.0,12.77
2014-10-25,60.1,35.79
2014-10-26,60.1,23.02
2014-10-27,61.0,10.24
2014-10-28,61.0,26.35
2014-10-29,63.0,23.02
2014-10-30,63.0,13.81
2014-10-31,62.1,9.21
2014-11-01,59.0,11.39
2014-11-02,57.2,18.3
2014-11-03,59.0,18.3
2014-11-04,61.0,23.02
2014-11-05,62.1,8.06
2014-11-06,62.1,26.35
2014-11-07,61.0,14.96
2014-11-08,59.0,10.24
2014-11-09,57.9,23.02
2014-11-10,57.0,14.96
2014-11-11,57.0,25.32
2014-11-12,51.1,21.86
2014-11-13,46.0,20.83
2014-11-14,48.0,11.39
2014-11-15,48.0,18.3
2014-11-16,53.1,18.3
2014-11-17,55.0,11.39
2014-11-18,55.0,10.24
2014-11-19,55.0,11.39
2014-11-20,55.0,13.81
2014-11-21,57.0,31.07
2014-11-22,57.0,28.88
2014-11-23,55.9,26.35
2014-11-24,55.9,11.39
2014-11-25,57.9,23.02
2014-11-26,57.9,17.26
2014-11-27,61.0,25.32
2014-11-28,59.0,26.35
2014-11-29,57.0,24.17
2014-11-30,45.0,25.32
2014-12-01,44.1,16.11
2014-12-02,45.0,18.3
2014-12-03,51.1,18.3
2014-12-04,51.1,11.39
2014-12-05,57.9,11.39
2014-12-06,57.9,17.26
2014-12-07,57.0,11.39
2014-12-08,62.1,16.11
2014-12-09,62.1,34.41
2014-12-10,62.6,34.41
2014-12-11,63.0,21.86
2014-12-12,63.0,39.13
2014-12-13,54.0,8.06
2014-12-14,54.0,20.83
2014-12-15,54.0,18.3
2014-12-16,52.0,13.81
2014-12-17,52.0,9.21
2014-12-18,55.9,18.3
2014-12-19,55.9,11.39
2014-12-20,55.9,21.86
2014-12-21,57.0,26.35
2014-12-22,55.9,12.77
2014-12-23,57.0,14.96
2014-12-24,57.0,18.3
2014-12-25,52.0,25.32
2014-12-26,52.0,6.9
2014-12-27,51.1,27.73
2014-12-28,51.1,18.3
2014-12-29,50.0,19.68
2014-12-30,45.0,18.3
2014-12-31,43.0,13.81
2015-01-01,46.9,12.77
2015-01-02,46.9,6.9
2015-01-03,42.1,8.06
2015-01-04,53.1,23.02
2015-01-05,54.0,29.92
2015-01-06,54.0,13.81
2015-01-07,57.0,12.77
2015-01-08,57.0,11.39
2015-01-09,55.0,9.21
2015-01-10,55.0,4.72
2015-01-11,48.2,6.9
2015-01-12,50.0,9.21
2015-01-13,53.1,10.24
2015-01-14,54.0,14.96
2015-01-15,54.0,12.77
2015-01-16,55.9,25.32
2015-01-17,57.2,20.83
2015-01-18,59.0,34.41
2015-01-19,53.1,14.96
2015-01-20,53.1,10.24
2015-01-21,53.1,10.24
2015-01-22,53.1,8.06
2015-01-23,55.9,11.39
2015-01-24,57.9,19.68
2015-01-25,63.0,6.9
2015-01-26,63.0,16.11
2015-01-27,59.0,13.81
2015-01-28,57.0,10.24
2015-01-29,57.9,10.24
2015-01-30,57.9,9.21
2015-01-31,55.0,9.21
2015-02-01,54.0,13.81
2015-02-02,55.9,20.83
2015-02-03,55.9,12.77
2015-02-04,54.0,10.24
2015-02-05,59.0,29.92
2015-02-06,61.0,28.88
2015-02-07,61.0,28.88
2015-02-08,55.9,21.86
2015-02-09,55.9,19.68
2015-02-10,55.0,19.68
2015-02-11,55.9,6.9
2015-02-12,61.0,6.9
2015-02-13,61.0,11.39
2015-02-14,59.0,11.39
2015-02-15,62.1,16.11
2015-02-16,62.1,19.68
2015-02-17,64.9,18.3
2015-02-18,64.9,13.81
2015-02-19,57.0,11.39
2015-02-20,54.0,12.77
2015-02-21,55.9,14.96
2015-02-22,55.9,13.81
2015-02-23,57.9,12.77
2015-02-24,57.9,11.39
2015-02-25,52.0,10.24
2015-02-26,53.6,10.24
2015-02-27,53.1,9.21
2015-02-28,57.9,16.11
2015-03-01,57.9,11.39
2015-03-02,54.0,16.11
2015-03-03,57.0,16.11
2015-03-04,57.0,11.39
2015-03-05,57.0,11.39
2015-03-06,61.0,9.21
2015-03-07,62.1,12.77
2015-03-08,66.9,13.81
2015-03-09,66.9,10.24
2015-03-10,59.0,20.83
2015-03-11,59.0,24.17
2015-03-12,62.1,18.3
2015-03-13,66.9,14.96
2015-03-14,66.9,28.88
2015-03-15,61.0,40.28
2015-03-16,61.0,21.86
2015-03-17,59.0,17.26
2015-03-18,59.0,10.24
2015-03-19,62.1,13.81
2015-03-20,62.1,18.3
2015-03-21,57.9,20.83
2015-03-22,57.0,14.96
2015-03-23,55.9,20.83
2015-03-24,55.9,16.11
2015-03-25,55.9,20.83
2015-03-26,66.0,16.11
2015-03-27,66.0,17.26
2015-03-28,59.0,24.17
2015-03-29,57.9,13.81
2015-03-30,57.9,14.96
2015-03-31,57.9,20.83
2015-04-01,55.0,12.77
2015-04-02,55.0,12.77
2015-04-03,55.0,11.39
2015-04-04,55.0,13.81
2015-04-05,55.0,12.77
2015-04-06,55.0,12.77
2015-04-07,61.0,17.26
2015-04-08,61.0,13.81
2015-04-09,63.0,13.81
2015-04-10,63.0,20.83
2015-04-11,55.0,21.86
2015-04-12,55.9,19.68
2015-04-13,55.9,20.83
2015-04-14,53.1,14.96
2015-04-15,57.0,13.81
2015-04-16,64.0,17.26
2015-04-17,64.0,21.86
2015-04-18,64.9,20.83
2015-04-19,66.9,19.68
2015-04-20,66.9,18.3
2015-04-21,66.9,23.02
2015-04-22,55.9,20.83
2015-04-23,55.9,20.83
2015-04-24,55.9,16.11
2015-04-25,57.9,12.77
2015-04-26,57.9,11.39
2015-04-27,79.0,14.96
2015-04-28,81.0,14.96
2015-04-29,59.0,14.96
2015-04-30,61.0,17.26
2015-05-01,61.0,19.68
2015-05-02,61.0,19.68
2015-05-03,63.0,18.3
2015-05-04,63.0,16.11
2015-05-05,59.0,16.11
2015-05-06,60.1,19.68
2015-05-07,62.1,19.68
2015-05-08,75.0,16.11
2015-05-09,75.0,13.81
2015-05-10,64.9,13.81
2015-05-11,62.1,17.26
2015-05-12,62.1,11.39
2015-05-13,57.0,11.39
2015-05-14,62.1,16.11
2015-05-15,62.1,17.26
2015-05-16,57.9,11.39
2015-05-17,60.1,9.21
2015-05-18,59.0,10.24
2015-05-19,60.1,11.39
2015-05-20,63.0,12.77
2015-05-21,63.0,14.96
2015-05-22,57.0,11.39
2015-05-23,60.1,10.24
2015-05-24,60.1,11.39
2015-05-25,64.0,12.77
2015-05-26,64.9,9.21
2015-05-27,64.9,11.39
2015-05-28,64.0,12.77
2015-05-29,60.1,17.26
2015-05-30,64.0,13.81
2015-05-31,70.0,13.81
2015-06-01,70.0,16.11
2015-06-02,61.0,16.11
2015-06-03,64.9,13.81
2015-06-04,66.0,19.68
2015-06-05,72.0,18.3
2015-06-06,72.0,20.83
2015-06-07,72.0,17.26
2015-06-08,72.0,19.68
2015-06-09,66.9,18.3
2015-06-10,66.0,16.11
2015-06-11,64.0,19.68
2015-06-12,64.0,18.3
2015-06-13,64.0,17.26
2015-06-14,66.9,21.86
2015-06-15,66.9,21.86
2015-06-16,63.0,17.26
2015-06-17,66.0,18.3
2015-06-18,66.0,19.68
2015-06-19,66.0,12.77
2015-06-20,66.9,20.83
2015-06-21,73.0,19.68
2015-06-22,73.0,11.39
2015-06-23,73.0,12.77
2015-06-24,75.0,14.96
2015-06-25,77.0,17.26
2015-06-26,77.0,19.68
2015-06-27,84.9,20.83
2015-06-28,84.9,20.83
2015-06-29,69.1,12.77
2015-06-30,71.1,18.3
2015-07-01,79.0,19.68
2015-07-02,79.0,20.83
2015-07-03,75.9,13.81
2015-07-04,71.1,11.39
2015-07-05,71.1,19.68
2015-07-06,68.0,17.26
2015-07-07,70.0,13.81
2015-07-08,72.0,12.77
2015-07-09,72.0,11.39
2015-07-10,68.0,16.11
2015-07-11,68.0,14.96
2015-07-12,71.1,13.81
2015-07-13,73.9,17.26
2015-07-14,73.9,18.3
2015-07-15,71.1,17.26
2015-07-16,71.1,16.11
2015-07-17,75.0,16.11
2015-07-18,89.1,18.3
2015-07-19,89.1,18.3
2015-07-20,69.1,12.77
2015-07-21,70.0,14.96
2015-07-22,70.0,14.96
2015-07-23,71.1,14.96
2015-07-24,71.1,14.96
2015-07-25,69.1,12.77
2015-07-26,70.0,14.96
2015-07-27,70.0,13.81
2015-07-28,75.9,17.26
2015-07-29,82.9,21.86
2015-07-30,86.0,21.86
2015-07-31,86.0,19.68
2015-08-01,78.1,17.26
2015-08-02,78.1,20.83
2015-08-03,73.9,16.11
2015-08-04,71.1,19.68
2015-08-05,71.1,17.26
2015-08-06,73.0,13.81
2015-08-07,75.0,17.26
2015-08-08,75.0,17.26
2015-08-09,73.9,12.77
2015-08-10,73.9,14.96
2015-08-11,79.0,19.68
2015-08-12,79.0,19.68
2015-08-13,75.9,11.39
2015-08-14,72.0,12.77
2015-08-15,72.0,14.96
2015-08-16,72.0,20.83
2015-08-17,75.9,18.3
2015-08-18,86.0,19.68
2015-08-19,86.0,20.83
2015-08-20,80.1,20.83
2015-08-21,70.0,14.96
2015-08-22,81.0,17.26
2015-08-23,81.0,20.83
2015-08-24,70.0,18.3
2015-08-25,73.0,14.96
2015-08-26,73.0,17.26
2015-08-27,73.9,12.77
2015-08-28,73.9,8.06
2015-08-29,70.0,34.41
2015-08-30,68.0,24.17
2015-08-31,68.0,17.26
2015-09-01,64.9,17.26
2015-09-02,66.9,13.81
2015-09-03,66.9,12.77
2015-09-04,66.9,17.26
2015-09-05,66.9,17.26
2015-09-06,66.9,11.39
2015-09-07,71.1,12.77
2015-09-08,73.0,13.81
2015-09-09,75.0,17.26
2015-09-10,75.0,17.26
2015-09-11,78.1,13.81
2015-09-12,79.0,13.81
2015-09-13,68.0,16.11
2015-09-14,66.9,14.96
2015-09-15,64.0,13.81
2015-09-16,68.0,11.39
2015-09-17,68.0,13.81
2015-09-18,70.0,13.81
2015-09-19,70.0,11.39
2015-09-20,68.0,16.11
2015-09-21,68.0,24.17
2015-09-22,66.0,19.68
2015-09-23,66.0,14.96
2015-09-24,66.9,17.26
2015-09-25,68.0,13.81
2015-09-26,68.0,16.11
2015-09-27,68.0,18.3
2015-09-28,75.9,20.83
2015-09-29,75.9,14.96
2015-09-30,69.1,16.11
2015-10-01,66.9,9.21
2015-10-02,66.9,12.77
2015-10-03,69.1,13.81
2015-10-04,77.0,11.39
2015-10-05,81.0,10.24
2015-10-06,81.0,21.86
2015-10-07,64.9,13.81
2015-10-08,66.9,8.06
2015-10-09,69.1,21.86
2015-10-10,69.1,33.26
2015-10-11,66.9,16.11
2015-10-12,68.0,12.77
2015-10-13,68.0,12.77
2015-10-14,70.0,13.81
2015-10-15,77.0,14.96
2015-10-16,77.0,9.21
2015-10-17,64.0,11.39
2015-10-18,64.0,10.24
2015-10-19,62.1,13.81
2015-10-20,64.9,10.24
2015-10-21,64.9,10.24
2015-10-22,63.0,14.96
2015-10-23,63.0,14.96
2015-10-24,64.9,10.24
2015-10-25,64.9,16.11
2015-10-26,62.1,25.32
2015-10-27,63.0,8.06
2015-10-28,63.0,14.96
2015-10-29,64.9,16.11
2015-10-30,64.9,26.35
2015-10-31,62.6,29.92
2015-11-01,62.1,20.83
2015-11-02,60.1,11.39
2015-11-03,59.0,12.77
2015-11-04,57.9,10.24
2015-11-05,57.9,14.96
2015-11-06,62.1,11.39
2015-11-07,62.1,21.86
2015-11-08,59.0,16.11
2015-11-09,57.0,9.21
2015-11-10,57.0,10.24
2015-11-11,57.0,24.17
2015-11-12,57.0,23.02
2015-11-13,61.0,27.73
2015-11-14,61.0,21.86
2015-11-15,55.9,27.73
2015-11-16,51.1,24.17
2015-11-17,63.0,31.07
2015-11-18,63.0,24.17
2015-11-19,53.1,19.68
2015-11-20,52.0,18.3
2015-11-21,55.9,16.11
2015-11-22,55.9,11.39
2015-11-23,53.1,9.21
2015-11-24,48.9,13.81
2015-11-25,48.9,12.77
2015-11-26,50.0,12.77
2015-11-27,53.1,12.77
2015-11-28,53.1,12.77
2015-11-29,52.0,13.81
2015-11-30,52.0,9.21
2015-12-01,53.1,12.77
2015-12-02,53.1,13.81
2015-12-03,63.0,21.86
2015-12-04,63.0,19.68
2015-12-05,55.0,14.96
2015-12-06,57.0,26.35
2015-12-07,59.0,28.88
2015-12-08,61.0,31.07
2015-12-09,61.0,24.17
2015-12-10,57.0,29.92
2015-12-11,55.9,17.26
2015-12-12,57.0,29.92
2015-12-13,57.0,26.35
2015-12-14,51.1,25.32
2015-12-15,50.0,8.06
2015-12-16,48.9,12.77
2015-12-17,48.9,12.77
2015-12-18,57.2,26.35
2015-12-19,57.0,10.24
2015-12-20,50.0,21.86
2015-12-21,53.6,40.28
2015-12-22,53.1,27.73
2015-12-23,48.9,28.88
2015-12-24,48.9,21.86
2015-12-25,46.9,9.21
2015-12-26,46.9,8.06
2015-12-27,43.0,14.96
2015-12-28,46.9,9.21
2015-12-29,46.9,11.39
2015-12-30,45.0,14.96
2015-12-31,39.0,10.24
2016-01-01,46.9,23.02
2016-01-02,46.9,20.83
2016-01-03,42.1,16.11
2016-01-04,43.0,10.24
2016-01-05,48.0,13.81
2016-01-06,50.0,12.77
2016-01-07,50.0,5.87
2016-01-08,52.0,8.06
2016-01-09,52.0,14.96
2016-01-10,53.1,12.77
2016-01-11,55.0,13.81
2016-01-12,55.0,14.96
2016-01-13,55.9,28.88
2016-01-14,55.0,11.39
2016-01-15,53.1,12.77
2016-01-16,55.9,24.17
2016-01-17,55.9,19.68
2016-01-18,54.0,10.24
2016-01-19,52.0,16.11
2016-01-20,48.9,14.96
2016-01-21,59.0,24.17
2016-01-22,59.0,19.68
2016-01-23,52.0,14.96
2016-01-24,52.0,13.81
2016-01-25,57.0,9.21
2016-01-26,61.0,17.26
2016-01-27,61.0,13.81
2016-01-28,57.2,32.22
2016-01-29,57.0,23.02
2016-01-30,53.1,12.77
2016-01-31,46.9,8.06
2016-02-01,48.0,12.77
2016-02-02,48.0,9.21
2016-02-03,50.0,16.11
2016-02-04,54.0,21.86
2016-02-05,59.0,28.88
2016-02-06,59.0,28.88
2016-02-07,62.1,11.39
2016-02-08,64.0,13.81
2016-02-09,66.9,13.81
2016-02-10,66.9,18.3
2016-02-11,59.0,13.81
2016-02-12,55.9,23.02
2016-02-13,55.9,19.68
2016-02-14,53.6,26.35
2016-02-15,53.1,20.83
2016-02-16,55.9,21.86
2016-02-17,60.1,24.17
2016-02-18,60.1,17.26
2016-02-19,52.0,24.17
2016-02-20,51.1,20.83
2016-02-21,54.0,14.96
2016-02-22,54.0,14.96
2016-02-23,60.1,14.96
2016-02-24,60.1,12.77
2016-02-25,64.0,9.21
2016-02-26,64.0,9.21
2016-02-27,55.0,16.11
2016-02-28,55.0,29.92
2016-02-29,52.0,17.26
2016-03-01,57.0,27.73
2016-03-02,57.0,27.73
2016-03-03,59.0,21.86
2016-03-04,59.0,14.96
2016-03-05,63.0,26.35
2016-03-06,63.0,21.86
2016-03-07,54.0,16.11
2016-03-08,53.1,13.81
2016-03-09,57.0,24.17
2016-03-10,57.2,41.31
2016-03-11,51.1,51.1
2016-03-12,51.1,23.02
2016-03-13,51.1,32.22
2016-03-14,51.1,24.17
2016-03-15,50.0,19.68
2016-03-16,54.0,16.11
2016-03-17,60.1,23.02
2016-03-18,66.9,23.02
2016-03-19,66.9,13.81
2016-03-20,59.0,20.83
2016-03-21,57.0,19.68
2016-03-22,55.0,13.81
2016-03-23,52.0,18.3
2016-03-24,53.1,19.68
2016-03-25,55.0,17.26
2016-03-26,57.0,10.24
2016-03-27,57.0,19.68
2016-03-28,55.9,14.96
2016-03-29,60.1,16.11
2016-03-30,69.1,16.11
2016-03-31,69.1,13.81
2016-04-01,62.1,12.77
2016-04-02,60.1,12.77
2016-04-03,62.1,21.86
2016-04-04,62.1,21.86
2016-04-05,59.0,16.11
2016-04-06,69.1,11.39
2016-04-07,81.0,16.11
2016-04-08,81.0,20.83
2016-04-09,59.0,19.68
2016-04-10,55.0,10.24
2016-04-11,55.9,10.24
2016-04-12,57.0,21.86
2016-04-13,59.0,13.81
2016-04-14,59.0,19.68
2016-04-15,57.0,18.3
2016-04-16,64.9,10.24
2016-04-17,84.9,13.81
2016-04-18,84.9,11.39
2016-04-19,73.9,13.81
2016-04-20,68.0,13.81
2016-04-21,66.0,17.26
2016-04-22,66.0,18.3
2016-04-23,60.1,17.26
2016-04-24,60.1,14.96
2016-04-25,57.0,16.11
2016-04-26,57.0,13.81
2016-04-27,59.0,10.24
2016-04-28,60.1,14.96
2016-04-29,61.0,14.96
2016-04-30,61.0,18.3
2016-05-01,81.0,17.26
2016-05-02,81.0,18.3
2016-05-03,72.0,12.77
2016-05-04,63.0,18.3
2016-05-05,62.1,18.3
2016-05-06,71.1,18.3
2016-05-07,71.1,19.68
2016-05-08,64.9,18.3
2016-05-09,61.0,18.3
2016-05-10,72.0,17.26
2016-05-11,73.0,17.26
2016-05-12,73.0,12.77
2016-05-13,63.0,13.81
2016-05-14,61.0,10.24
2016-05-15,57.0,8.06
2016-05-16,61.0,14.96
2016-05-17,63.0,16.11
2016-05-18,63.0,17.26
2016-05-19,61.0,14.96
2016-05-20,62.1,12.77
2016-05-21,62.1,16.11
2016-05-22,61.0,13.81
2016-05-23,64.0,13.81
2016-05-24,64.0,14.96
2016-05-25,62.1,16.11
2016-05-26,61.0,13.81
2016-05-27,60.1,14.96
2016-05-28,60.1,16.11
2016-05-29,64.0,14.96
2016-05-30,69.1,16.11
2016-05-31,77.0,19.68
2016-06-01,77.0,19.68
2016-06-02,64.9,14.96
2016-06-03,77.0,17.26
2016-06-04,86.0,17.26
2016-06-05,87.1,14.96
2016-06-06,71.1,23.02
2016-06-07,71.1,17.26
2016-06-08,70.0,16.11
2016-06-09,64.9,13.81
2016-06-10,63.0,13.81
2016-06-11,64.9,14.96
2016-06-12,66.0,17.26
2016-06-13,66.0,16.11
2016-06-14,60.1,17.26
2016-06-15,62.1,14.96
2016-06-16,62.1,11.39
2016-06-17,66.0,10.24
2016-06-18,66.0,19.68
2016-06-19,70.0,20.83
2016-06-20,70.0,20.83
2016-06-21,66.9,18.3
2016-06-22,68.0,20.83
2016-06-23,68.0,12.77
2016-06-24,64.9,12.77
2016-06-25,69.1,21.86
2016-06-26,75.0,21.86
2016-06-27,75.0,20.83
2016-06-28,66.9,13.81
2016-06-29,63.0,16.11
2016-06-30,63.0,16.11
2016-07-01,71.1,13.81
2016-07-02,71.1,13.81
2016-07-03,66.0,18.3
2016-07-04,66.0,18.3
2016-07-05,66.9,13.81
2016-07-06,70.0,12.77
2016-07-07,70.0,14.96
2016-07-08,66.9,17.26
2016-07-09,66.9,17.26
2016-07-10,70.0,17.26
2016-07-11,70.0,14.96
2016-07-12,69.1,14.96
2016-07-13,71.1,18.3
2016-07-14,71.1,19.68
2016-07-15,69.1,18.3
2016-07-16,69.1,11.39
2016-07-17,69.1,11.39
2016-07-18,69.1,20.83
2016-07-19,69.1,18.3
2016-07-20,73.0,13.81
2016-07-21,72.0,13.81
2016-07-22,71.1,16.11
2016-07-23,69.1,14.96
2016-07-24,73.9,21.86
2016-07-25,73.9,20.83
2016-07-26,72.0,17.26
2016-07-27,71.1,17.26
2016-07-28,73.9,16.11
2016-07-29,73.9,19.68
2016-07-30,70.0,19.68
2016-07-31,66.0,17.26
2016-08-01,66.9,17.26
2016-08-02,68.0,16.11
2016-08-03,70.0,16.11
2016-08-04,73.0,23.02
2016-08-05,73.0,23.02
2016-08-06,69.1,14.96
2016-08-07,69.1,13.81
2016-08-08,66.9,12.77
2016-08-09,66.9,11.39
2016-08-10,70.0,13.81
2016-08-11,79.0,18.3
2016-08-12,84.9,18.3
2016-08-13,84.9,16.11
2016-08-14,71.1,16.11
2016-08-15,68.0,17.26
2016-08-16,68.0,16.11
2016-08-17,66.9,12.77
2016-08-18,88.0,11.39
2016-08-19,98.1,14.96
2016-08-20,90.0,14.96
2016-08-21,69.1,11.39
2016-08-22,69.1,12.77
2016-08-23,75.0,17.26
2016-08-24,84.9,16.11
2016-08-25,91.0,17.26
2016-08-26,91.0,17.26
2016-08-27,91.0,16.11
2016-08-28,71.1,10.24
2016-08-29,71.1,18.3
2016-08-30,69.1,20.83
2016-08-31,69.1,16.11
2016-09-01,66.0,11.39
2016-09-02,69.1,19.68
2016-09-03,69.1,13.81
2016-09-04,68.0,11.39
2016-09-05,68.0,11.39
2016-09-06,68.0,16.11
2016-09-07,69.1,11.39
2016-09-08,69.1,17.26
2016-09-09,75.9,16.11
2016-09-10,75.9,18.3
2016-09-11,73.9,16.11
2016-09-12,78.1,9.21
2016-09-13,80.1,12.77
2016-09-14,80.1,16.11
2016-09-15,68.0,10.24
2016-09-16,68.0,12.77
2016-09-17,66.0,19.68
2016-09-18,69.1,13.81
2016-09-19,69.1,12.77
2016-09-20,68.0,12.77
2016-09-21,68.0,18.3
2016-09-22,70.0,14.96
2016-09-23,66.0,23.02
2016-09-24,70.0,10.24
2016-09-25,78.1,9.21
2016-09-26,78.1,17.26
2016-09-27,77.0,17.26
2016-09-28,69.1,16.11
2016-09-29,69.1,14.96
2016-09-30,66.0,18.3
2016-10-01,63.0,19.68
2016-10-02,63.0,13.81
2016-10-03,60.1,10.24
2016-10-04,62.1,19.68
2016-10-05,62.1,16.11
2016-10-06,62.1,17.26
2016-10-07,62.1,25.32
2016-10-08,66.0,20.83
2016-10-09,66.0,23.02
2016-10-10,62.1,13.81
2016-10-11,68.0,13.81
2016-10-12,68.0,9.21
2016-10-13,64.9,26.35
2016-10-14,64.9,36.94
2016-10-15,64.0,34.41
2016-10-16,64.0,29.92
2016-10-17,63.0,14.96
2016-10-18,62.1,14.96
2016-10-19,61.0,10.24
2016-10-20,62.1,23.02
2016-10-21,62.1,13.81
2016-10-22,64.0,13.81
2016-10-23,64.0,13.81
2016-10-24,63.0,17.26
2016-10-25,64.9,18.3
2016-10-26,64.9,25.32
2016-10-27,64.0,20.83
2016-10-28,64.0,11.39
2016-10-29,64.0,14.96
2016-10-30,62.1,9.21
2016-10-31,59.0,21.86
2016-11-01,59.0,16.11
2016-11-02,64.9,23.02
2016-11-03,64.9,25.32
2016-11-04,66.9,11.39
2016-11-05,66.9,19.68
2016-11-06,60.1,11.39
2016-11-07,66.9,10.24
2016-11-08,71.1,14.96
2016-11-09,71.1,17.26
2016-11-10,64.9,10.24
2016-11-11,61.0,8.06
2016-11-12,66.9,26.35
2016-11-13,62.1,10.24
2016-11-14,59.0,24.17
2016-11-15,59.0,18.3
2016-11-16,59.0,14.96
2016-11-17,55.0,6.9
2016-11-18,55.0,19.68
2016-11-19,57.0,23.02
2016-11-20,57.0,18.3
2016-11-21,55.9,11.39
2016-11-22,55.9,17.26
2016-11-23,55.0,14.96
2016-11-24,54.0,21.86
2016-11-25,54.0,20.83
2016-11-26,55.0,14.96
2016-11-27,55.0,23.02
2016-11-28,55.9,24.17
2016-11-29,55.9,13.81
2016-11-30,55.9,19.68
2016-12-01,54.0,11.39
2016-12-02,53.1,20.83
2016-12-03,54.0,18.3
2016-12-04,54.0,21.86
2016-12-05,52.0,23.02
2016-12-06,44.1,10.24
2016-12-07,44.1,20.83
2016-12-08,41.0,25.32
2016-12-09,46.0,19.68
2016-12-10,52.0,16.11
2016-12-11,52.0,29.92
2016-12-12,51.1,11.39
2016-12-13,48.0,14.96
2016-12-14,45.0,21.86
2016-12-15,39.9,20.83
2016-12-16,41.0,11.39
2016-12-17,41.0,9.21
2016-12-18,42.1,8.06
2016-12-19,54.0,27.73
2016-12-20,55.9,29.92
2016-12-21,55.9,11.39
2016-12-22,48.0,8.06
2016-12-23,46.9,18.3
2016-12-24,46.9,6.9
2016-12-25,45.0,9.21
2016-12-26,46.9,9.21
2016-12-27,51.1,25.32
2016-12-28,51.1,13.81
2016-12-29,52.0,16.11
2016-12-30,52.0,24.17
2016-12-31,48.9,9.21
2017-01-01,45.0,25.32
2017-01-02,44.1,20.83
2017-01-03,39.0,26.35
2017-01-04,39.0,26.35
2017-01-05,41.0,11.39
2017-01-06,41.0,9.21
2017-01-07,39.9,16.11
2017-01-08,43.0,18.3
2017-01-09,50.0,19.68
2017-01-10,48.9,17.26
2017-01-11,43.0,18.3
2017-01-12,41.0,13.81
2017-01-13,41.0,10.24
2017-01-14,45.0,11.39
2017-01-15,46.0,12.77
2017-01-16,48.0,11.39
2017-01-17,57.0,28.88
2017-01-18,57.0,35.79
2017-01-19,57.0,24.17
2017-01-20,52.0,16.11
2017-01-21,50.0,9.21
2017-01-22,51.1,19.68
2017-01-23,53.1,19.68
2017-01-24,53.1,9.21
2017-01-25,48.9,6.9
2017-01-26,48.9,8.06
2017-01-27,53.1,8.06
2017-01-28,53.1,8.06
2017-01-29,48.9,10.24
2017-01-30,46.0,9.21
2017-01-31,48.0,13.81
2017-02-01,48.0,29.92
2017-02-02,45.0,26.35
2017-02-03,45.0,19.68
2017-02-04,50.0,23.02
2017-02-05,50.0,17.26
2017-02-06,45.0,16.11
2017-02-07,44.1,12.77
2017-02-08,44.6,14.96
2017-02-09,57.0,36.94
2017-02-10,57.0,27.73
2017-02-11,50.0,11.39
2017-02-12,50.0,10.24
2017-02-13,64.0,19.68
2017-02-14,64.0,12.77
2017-02-15,59.0,28.88
2017-02-16,57.9,32.22
2017-02-17,55.0,12.77
2017-02-18,53.1,11.39
2017-02-19,50.0,16.11
2017-02-20,48.0,13.81
2017-02-21,50.0,14.96
2017-02-22,50.0,14.96
2017-02-23,46.9,13.81
2017-02-24,46.9,9.21
2017-02-25,46.0,11.39
2017-02-26,46.0,14.96
2017-02-27,45.0,14.96
2017-02-28,48.9,14.96
2017-03-01,50.0,16.11
2017-03-02,50.0,16.11
2017-03-03,50.0,24.17
2017-03-04,50.0,23.02
2017-03-05,45.0,17.26
2017-03-06,44.1,23.02
2017-03-07,50.0,25.32
2017-03-08,50.0,17.26
2017-03-09,54.0,17.26
2017-03-10,54.0,27.73
2017-03-11,52.0,23.02
2017-03-12,57.9,18.3
2017-03-13,57.9,16.11
2017-03-14,57.2,26.35
